Attendance,Study_Hours,Assignment_Score,Previous_Test_Score,Sleep_Hours,Participation_Level,Internet_Access,Extra_Classes,Parent_Education,Screen_Time,Projects_Completed,Stress_Level,Performance
58,3.1,61,59,6.5,Low,Yes,Yes,Graduate,5.3,2,High,Average
73,3.0,66,69,6.9,Medium,Yes,No,School,6.3,5,High,Average
75,3.5,58,51,5.9,Low,Yes,Yes,School,6.9,3,Medium,Average
92,9.4,86,92,7.9,High,Yes,Yes,Postgraduate,1.7,10,Low,Excellent
79,6.1,83,79,6.8,High,Yes,Yes,Graduate,3.9,7,Low,Good
89,8.7,89,89,8.5,High,Yes,Yes,Postgraduate,3.4,8,Low,Excellent
62,2.7,50,57,6.9,Medium,Yes,Yes,Graduate,5.7,2,Medium,Average
55,1.7,38,51,5.5,Low,Yes,No,School,8.1,2,High,Poor
83,5.7,84,82,7.0,Medium,Yes,Yes,Graduate,3.0,4,Low,Good
78,4.1,72,71,7.8,Medium,Yes,Yes,Graduate,2.7,5,Low,Good
53,1.9,43,51,5.2,Low,Yes,No,Graduate,7.3,0,High,Poor
44,1.6,37,43,5.4,Low,Yes,No,Graduate,8.3,2,High,Poor
53,1.0,41,50,5.8,Low,No,No,Graduate,9.8,0,High,Poor
47,2.7,46,54,4.9,Low,No,No,School,7.6,0,High,Poor
87,5.3,85,73,7.2,High,Yes,Yes,Postgraduate,4.9,7,Medium,Good
57,4.2,62,62,6.4,Medium,Yes,Yes,School,5.1,4,High,Average
46,2.7,37,33,5.0,Low,Yes,No,Graduate,9.4,0,High,Poor
58,2.4,36,51,4.0,Low,Yes,No,School,7.5,0,High,Poor
59,3.9,51,68,5.8,Low,Yes,No,Graduate,6.9,5,Medium,Average
42,2.1,52,43,6.0,Low,Yes,No,School,8.3,0,High,Poor
71,3.8,53,62,5.6,Low,Yes,Yes,Graduate,5.0,3,High,Average
73,5.4,71,80,6.0,Medium,Yes,Yes,Graduate,5.0,6,Low,Good
71,5.6,70,78,7.7,Medium,Yes,Yes,Postgraduate,2.9,6,Low,Good
92,8.7,86,88,8.5,High,Yes,Yes,Postgraduate,3.0,9,Low,Excellent
67,3.2,56,66,5.0,Low,Yes,Yes,Graduate,6.1,4,High,Average
78,4.4,83,74,7.7,Medium,Yes,Yes,Postgraduate,5.0,8,Medium,Good
97,6.1,97,87,8.6,High,Yes,Yes,Postgraduate,2.7,9,Low,Excellent
88,6.5,92,91,8.7,High,Yes,Yes,Postgraduate,4.0,8,Low,Excellent
61,2.1,62,55,5.9,Low,Yes,No,Graduate,4.2,2,High,Average
86,6.1,81,76,7.4,Medium,Yes,Yes,Postgraduate,2.4,7,Low,Good
46,2.1,39,55,5.1,Low,No,No,School,9.8,1,High,Poor
72,2.5,65,54,6.4,Medium,Yes,No,School,4.4,5,High,Average
88,8.2,89,85,8.6,High,Yes,Yes,Postgraduate,4.0,8,Low,Excellent
53,2.4,48,38,5.8,Low,No,No,School,7.0,1,High,Poor
73,4.3,59,68,6.8,Low,Yes,No,Graduate,7.3,2,High,Average
92,8.5,100,94,7.2,High,Yes,Yes,Postgraduate,3.3,7,Low,Excellent
55,4.2,53,61,5.9,Medium,Yes,Yes,Graduate,4.5,4,Medium,Average
79,4.8,70,85,7.6,High,Yes,Yes,Graduate,3.8,5,Medium,Good
79,6.3,79,70,6.9,High,Yes,Yes,Graduate,4.1,6,Medium,Good
58,2.4,40,33,5.2,Low,Yes,No,School,9.9,1,High,Poor
87,6.9,81,83,7.5,Medium,Yes,Yes,Postgraduate,2.7,4,Medium,Good
71,5.0,76,76,7.3,Medium,Yes,Yes,Graduate,2.8,5,Medium,Good
78,5.4,70,75,7.1,High,Yes,Yes,Postgraduate,3.3,6,Medium,Good
50,1.5,43,36,5.6,Low,Yes,No,Graduate,6.6,1,High,Poor
59,2.7,51,35,4.7,Low,Yes,No,Graduate,8.6,1,High,Poor
43,2.2,40,50,5.8,Low,Yes,No,Graduate,6.7,2,High,Poor
75,2.9,55,68,5.1,Medium,Yes,No,School,6.6,3,High,Average
75,2.7,68,55,5.1,Medium,Yes,No,Graduate,7.7,4,High,Average
75,5.2,77,81,7.0,High,Yes,Yes,Graduate,5.4,8,Low,Good
54,1.4,44,54,5.4,Low,Yes,No,School,7.5,1,High,Poor
97,6.3,88,87,7.8,High,Yes,Yes,Postgraduate,1.0,9,Low,Excellent
98,9.7,86,97,8.2,High,Yes,Yes,Postgraduate,3.4,9,Low,Excellent
90,6.2,99,91,7.3,High,Yes,Yes,Postgraduate,2.2,8,Low,Excellent
93,9.9,93,97,7.4,High,Yes,Yes,Postgraduate,1.3,7,Low,Excellent
94,10.0,92,86,8.6,High,Yes,Yes,Postgraduate,2.7,7,Low,Excellent
90,6.0,72,72,6.7,High,Yes,Yes,Postgraduate,5.7,6,Low,Good
47,1.2,39,33,4.2,Low,No,No,School,9.4,0,High,Poor
100,9.1,100,91,8.0,High,Yes,Yes,Postgraduate,2.1,9,Low,Excellent
98,8.9,95,87,8.6,High,Yes,Yes,Postgraduate,2.6,8,Low,Excellent
87,4.2,77,71,6.1,Medium,Yes,Yes,Graduate,3.9,4,Medium,Good
82,6.8,79,77,7.4,High,Yes,Yes,Postgraduate,5.4,5,Medium,Good
79,4.3,84,75,6.6,Medium,Yes,Yes,Graduate,3.3,7,Low,Good
83,5.9,76,75,7.6,High,Yes,Yes,Graduate,2.3,4,Low,Good
92,8.9,86,92,8.0,High,Yes,Yes,Postgraduate,3.5,8,Low,Excellent
70,3.6,55,66,6.9,Medium,Yes,Yes,Graduate,5.3,4,Medium,Average
54,1.4,54,52,5.7,Low,Yes,No,Graduate,6.9,2,High,Poor
48,2.7,43,34,5.4,Low,Yes,No,Graduate,9.9,2,High,Poor
53,2.6,42,44,5.9,Low,Yes,No,Graduate,7.9,1,High,Poor
73,6.3,80,71,6.1,High,Yes,Yes,Graduate,2.5,7,Low,Good
55,3.9,67,61,6.4,Medium,Yes,No,Graduate,4.8,2,Medium,Average
86,9.3,95,93,8.5,High,Yes,Yes,Postgraduate,3.5,7,Low,Excellent
56,1.5,36,39,5.7,Low,Yes,No,School,6.6,1,High,Poor
65,4.7,59,53,5.7,Low,Yes,Yes,School,6.1,3,Medium,Average
56,1.5,47,53,4.3,Low,No,No,Graduate,9.9,2,High,Poor
60,3.4,67,50,6.6,Medium,Yes,Yes,School,7.1,5,High,Average
56,4.4,56,54,5.5,Low,Yes,Yes,School,5.2,5,Medium,Average
58,1.3,38,41,5.8,Low,Yes,No,School,6.6,1,High,Poor
65,3.4,63,60,5.5,Low,Yes,Yes,School,6.7,4,Medium,Average
89,6.7,74,76,6.7,High,Yes,Yes,Postgraduate,4.5,7,Low,Good
51,2.4,37,43,5.9,Low,No,No,School,9.1,0,High,Poor
52,2.2,43,54,5.5,Low,Yes,No,School,6.3,2,High,Poor
93,9.2,89,90,8.0,High,Yes,Yes,Postgraduate,1.6,8,Low,Excellent
48,2.2,46,45,4.4,Low,Yes,No,School,7.9,2,High,Poor
49,1.4,39,45,5.3,Low,No,No,School,9.3,1,High,Poor
84,4.8,81,82,7.8,Medium,Yes,Yes,Graduate,3.1,6,Low,Good
55,2.0,35,44,5.9,Low,No,No,School,7.2,0,High,Poor
52,1.5,36,55,5.4,Low,No,No,Graduate,7.1,2,High,Poor
88,9.2,100,100,7.5,High,Yes,Yes,Postgraduate,3.5,8,Low,Excellent
78,5.3,75,80,6.9,High,Yes,Yes,Graduate,2.2,4,Low,Good
64,3.9,66,59,6.8,Low,Yes,Yes,Graduate,4.8,3,Medium,Average
94,6.8,88,89,7.1,High,Yes,Yes,Postgraduate,1.3,7,Low,Excellent
96,9.2,95,88,8.5,High,Yes,Yes,Postgraduate,1.3,10,Low,Excellent
97,6.5,88,94,7.5,High,Yes,Yes,Postgraduate,1.1,9,Low,Excellent
56,4.6,66,51,6.8,Medium,Yes,Yes,School,7.9,5,High,Average
54,2.0,36,47,4.8,Low,Yes,No,School,7.9,2,High,Poor
62,3.4,54,54,6.6,Low,Yes,No,School,5.7,3,Medium,Average
99,7.4,85,92,7.1,High,Yes,Yes,Postgraduate,2.5,10,Low,Excellent
56,4.9,57,52,5.7,Low,Yes,Yes,Graduate,6.9,2,High,Average
95,9.3,86,86,7.1,High,Yes,Yes,Postgraduate,1.8,7,Low,Excellent
74,4.0,66,50,6.2,Low,Yes,Yes,Graduate,4.0,3,High,Average
75,6.2,75,85,6.5,High,Yes,Yes,Graduate,5.1,4,Medium,Good
87,6.5,85,76,7.2,High,Yes,Yes,Graduate,3.9,8,Medium,Good
73,4.1,71,81,6.3,High,Yes,Yes,Postgraduate,3.6,5,Medium,Good
42,1.1,48,53,5.1,Low,No,No,Graduate,8.3,2,High,Poor
74,5.1,81,84,7.6,High,Yes,Yes,Graduate,4.3,6,Medium,Good
41,1.6,41,55,5.9,Low,No,No,Graduate,8.5,2,High,Poor
61,3.3,58,63,6.5,Low,Yes,No,School,4.8,3,High,Average
41,1.4,37,35,5.2,Low,No,No,Graduate,8.7,1,High,Poor
83,6.7,77,84,6.7,High,Yes,Yes,Postgraduate,3.4,8,Low,Good
58,2.8,48,35,4.7,Low,Yes,No,School,8.7,2,High,Poor
88,5.9,70,78,7.0,High,Yes,Yes,Graduate,2.3,5,Medium,Good
82,4.3,74,80,7.5,Medium,Yes,Yes,Graduate,5.2,5,Medium,Good
63,3.7,54,51,6.9,Low,Yes,No,Graduate,7.1,2,High,Average
98,6.7,96,90,8.4,High,Yes,Yes,Postgraduate,1.3,10,Low,Excellent
44,2.4,48,33,5.2,Low,Yes,No,Graduate,6.8,1,High,Poor
59,2.1,50,49,5.6,Low,No,No,School,9.1,1,High,Poor
47,2.9,48,55,5.6,Low,No,No,School,8.0,2,High,Poor
57,1.2,39,53,4.8,Low,No,No,School,9.4,1,High,Poor
54,2.9,45,44,4.5,Low,Yes,No,School,7.2,1,High,Poor
67,4.0,62,58,7.0,Medium,Yes,No,Graduate,6.4,4,High,Average
43,2.9,48,33,4.2,Low,No,No,Graduate,8.3,2,High,Poor
97,10.0,96,99,8.2,High,Yes,Yes,Postgraduate,1.4,9,Low,Excellent
93,7.4,95,93,8.6,High,Yes,Yes,Postgraduate,3.3,9,Low,Excellent
60,2.0,41,54,5.1,Low,Yes,No,School,7.1,1,High,Poor
44,1.2,38,47,5.6,Low,No,No,Graduate,6.3,2,High,Poor
63,2.3,52,66,6.3,Medium,Yes,Yes,School,7.6,4,Medium,Average
63,2.3,63,60,5.6,Low,Yes,No,School,5.8,5,Medium,Average
55,2.6,55,42,5.8,Low,No,No,School,6.9,0,High,Poor
58,1.5,40,46,5.2,Low,No,No,Graduate,9.6,2,High,Poor
98,6.3,85,94,7.2,High,Yes,Yes,Postgraduate,2.3,10,Low,Excellent
87,9.9,95,94,8.9,High,Yes,Yes,Postgraduate,2.6,8,Low,Excellent
68,4.5,53,56,6.0,Medium,Yes,Yes,School,5.7,4,High,Average
95,9.5,88,92,8.1,High,Yes,Yes,Postgraduate,2.9,9,Low,Excellent
72,2.5,60,67,5.7,Low,Yes,Yes,School,7.1,3,Medium,Average
60,2.4,39,48,5.6,Low,No,No,Graduate,9.1,2,High,Poor
54,1.7,41,34,4.4,Low,Yes,No,School,7.5,2,High,Poor
51,1.8,47,30,4.8,Low,No,No,School,9.1,0,High,Poor
99,7.5,88,88,9.0,High,Yes,Yes,Postgraduate,2.4,9,Low,Excellent
68,2.1,70,68,6.1,Low,Yes,Yes,Graduate,4.3,2,High,Average
83,4.5,80,78,6.5,High,Yes,Yes,Postgraduate,2.4,8,Medium,Good
47,2.5,45,37,4.9,Low,No,No,School,6.0,1,High,Poor
100,7.3,92,92,8.5,High,Yes,Yes,Postgraduate,1.2,7,Low,Excellent
71,4.3,70,51,6.7,Low,Yes,No,Graduate,4.4,4,Medium,Average
76,5.4,78,77,7.6,High,Yes,Yes,Graduate,5.2,8,Medium,Good
58,1.9,46,39,5.2,Low,Yes,No,Graduate,9.9,2,High,Poor
46,2.7,54,33,4.2,Low,No,No,School,10.0,2,High,Poor
51,1.0,50,34,5.1,Low,Yes,No,School,6.7,1,High,Poor
100,9.9,98,95,7.7,High,Yes,Yes,Postgraduate,3.0,10,Low,Excellent
81,5.4,81,82,6.9,Medium,Yes,Yes,Graduate,2.9,7,Medium,Good
75,2.5,52,58,6.2,Low,Yes,No,Graduate,5.3,3,Medium,Average
96,6.6,86,89,8.0,High,Yes,Yes,Postgraduate,3.2,7,Low,Excellent
96,9.2,91,92,8.1,High,Yes,Yes,Postgraduate,2.0,10,Low,Excellent
94,8.9,89,89,8.2,High,Yes,Yes,Postgraduate,2.7,7,Low,Excellent
56,2.1,67,61,5.9,Medium,Yes,Yes,School,5.5,3,High,Average
59,3.8,61,62,6.9,Medium,Yes,No,Graduate,5.0,4,Medium,Average
49,1.9,36,34,5.9,Low,No,No,Graduate,6.9,0,High,Poor
40,1.2,37,54,5.8,Low,Yes,No,Graduate,7.8,0,High,Poor
94,7.9,100,93,7.9,High,Yes,Yes,Postgraduate,3.6,10,Low,Excellent
55,1.4,43,53,4.5,Low,Yes,No,School,7.4,2,High,Poor
80,5.0,78,78,7.5,Medium,Yes,Yes,Postgraduate,2.2,4,Low,Good
53,2.5,38,37,5.3,Low,No,No,School,6.4,1,High,Poor
96,8.5,100,86,8.0,High,Yes,Yes,Postgraduate,2.3,10,Low,Excellent
59,2.2,70,51,5.0,Medium,Yes,Yes,School,6.9,2,Medium,Average
46,1.7,37,43,5.0,Low,Yes,No,School,6.4,2,High,Poor
73,4.5,83,83,6.9,High,Yes,Yes,Graduate,3.1,7,Medium,Good
89,9.1,99,95,7.1,High,Yes,Yes,Postgraduate,2.3,8,Low,Excellent
56,2.8,42,39,5.2,Low,No,No,Graduate,10.0,0,High,Poor
48,2.6,45,45,4.4,Low,No,No,Graduate,8.6,1,High,Poor
86,5.6,81,74,6.4,High,Yes,Yes,Graduate,4.8,7,Medium,Good
90,9.5,100,85,7.5,High,Yes,Yes,Postgraduate,1.5,9,Low,Excellent
57,1.7,43,46,5.7,Low,No,No,Graduate,8.9,2,High,Poor
69,2.9,58,65,5.4,Medium,Yes,Yes,School,5.9,4,High,Average
98,6.3,95,99,8.2,High,Yes,Yes,Postgraduate,3.2,7,Low,Excellent
89,8.3,96,90,8.1,High,Yes,Yes,Postgraduate,3.8,8,Low,Excellent
47,1.8,37,35,5.0,Low,No,No,School,6.4,0,High,Poor
70,5.3,83,82,7.4,Medium,Yes,Yes,Postgraduate,4.8,6,Medium,Good
83,4.1,77,71,7.9,High,Yes,Yes,Postgraduate,5.8,7,Low,Good
82,6.5,84,85,7.6,Medium,Yes,Yes,Graduate,5.9,5,Medium,Good
84,5.8,81,73,7.3,High,Yes,Yes,Postgraduate,4.2,4,Medium,Good
46,2.0,55,53,4.2,Low,Yes,No,School,6.3,2,High,Poor
84,4.2,70,78,7.9,High,Yes,Yes,Postgraduate,2.5,7,Low,Good
72,3.6,61,50,6.2,Medium,Yes,Yes,Graduate,7.9,3,Medium,Average
93,8.3,99,97,8.8,High,Yes,Yes,Postgraduate,2.5,9,Low,Excellent
74,4.8,79,70,6.8,Medium,Yes,Yes,Graduate,3.1,5,Medium,Good
69,3.5,64,62,5.2,Low,Yes,No,Graduate,5.7,3,High,Average
99,8.1,95,94,7.8,High,Yes,Yes,Postgraduate,3.9,9,Low,Excellent
76,6.6,72,85,7.3,High,Yes,Yes,Postgraduate,3.2,6,Medium,Good
99,8.0,92,96,8.5,High,Yes,Yes,Postgraduate,2.9,10,Low,Excellent
85,5.3,70,80,7.7,High,Yes,Yes,Postgraduate,5.1,5,Medium,Good
58,2.0,53,46,5.9,Low,Yes,No,School,8.6,1,High,Poor
98,9.2,93,85,7.7,High,Yes,Yes,Postgraduate,3.8,8,Low,Excellent
84,6.6,78,73,7.4,High,Yes,Yes,Postgraduate,2.5,5,Low,Good
81,6.2,84,76,6.1,Medium,Yes,Yes,Postgraduate,4.5,4,Low,Good
54,1.5,51,43,4.7,Low,Yes,No,Graduate,9.9,0,High,Poor
65,4.6,62,67,6.6,Low,Yes,No,Graduate,5.4,5,High,Average
74,5.7,82,71,6.3,High,Yes,Yes,Graduate,2.2,7,Medium,Good
62,2.8,65,66,6.7,Medium,Yes,Yes,Graduate,5.0,5,High,Average
54,1.6,54,32,4.1,Low,No,No,School,10.0,2,High,Poor
71,2.4,61,65,7.0,Medium,Yes,No,Graduate,6.4,5,Medium,Average
72,6.9,85,81,6.8,Medium,Yes,Yes,Postgraduate,5.5,8,Low,Good
44,2.9,45,38,5.4,Low,Yes,No,Graduate,6.4,0,High,Poor
43,1.2,44,33,4.0,Low,No,No,School,9.1,0,High,Poor
89,5.0,78,74,7.6,Medium,Yes,Yes,Postgraduate,2.4,6,Medium,Good
40,2.1,42,38,5.1,Low,No,No,Graduate,7.1,2,High,Poor
85,7.0,84,84,6.1,Medium,Yes,Yes,Graduate,3.4,6,Medium,Good
71,5.3,84,78,7.8,Medium,Yes,Yes,Graduate,5.9,5,Medium,Good
89,7.0,91,87,7.7,High,Yes,Yes,Postgraduate,1.8,9,Low,Excellent
90,5.2,70,79,6.2,Medium,Yes,Yes,Graduate,5.1,7,Medium,Good
100,9.1,95,100,8.2,High,Yes,Yes,Postgraduate,3.6,8,Low,Excellent
81,6.0,81,80,6.8,Medium,Yes,Yes,Graduate,3.3,4,Medium,Good
50,1.4,43,55,4.9,Low,No,No,School,9.6,1,High,Poor
52,1.6,50,54,5.0,Low,No,No,School,9.8,1,High,Poor
67,2.8,63,54,6.7,Medium,Yes,No,Graduate,4.4,4,High,Average
51,2.9,49,46,5.6,Low,Yes,No,Graduate,9.8,1,High,Poor
61,4.2,67,50,6.3,Medium,Yes,Yes,School,4.6,3,High,Average
42,1.0,44,34,4.8,Low,No,No,Graduate,8.6,1,High,Poor
60,3.0,60,66,6.4,Medium,Yes,Yes,Graduate,4.3,4,High,Average
62,2.9,51,65,5.2,Medium,Yes,No,Graduate,7.6,2,Medium,Average
87,6.4,93,87,7.5,High,Yes,Yes,Postgraduate,2.8,9,Low,Excellent
72,5.4,83,74,6.5,High,Yes,Yes,Graduate,5.4,5,Medium,Good
46,2.0,52,30,5.2,Low,Yes,No,Graduate,7.3,1,High,Poor
78,4.0,71,77,7.4,High,Yes,Yes,Graduate,4.3,6,Medium,Good
99,7.3,91,96,9.0,High,Yes,Yes,Postgraduate,2.2,7,Low,Excellent
71,4.3,85,72,7.4,Medium,Yes,Yes,Graduate,6.0,7,Medium,Good
56,2.6,59,58,5.5,Low,Yes,Yes,School,5.5,4,High,Average
68,3.1,57,58,5.3,Medium,Yes,No,School,5.4,3,High,Average
56,4.3,65,69,6.5,Low,Yes,Yes,School,5.1,3,High,Average
98,9.1,94,85,8.0,High,Yes,Yes,Postgraduate,1.3,9,Low,Excellent
73,3.0,65,59,6.8,Medium,Yes,No,School,5.9,2,Medium,Average
55,4.9,70,63,6.2,Low,Yes,No,School,5.5,4,Medium,Average
62,2.5,54,61,5.5,Low,Yes,Yes,Graduate,6.9,5,Medium,Average
87,5.4,78,71,7.7,Medium,Yes,Yes,Graduate,4.9,7,Medium,Good
64,3.0,53,70,5.9,Medium,Yes,Yes,School,7.7,4,Medium,Average
70,5.0,73,71,6.9,Medium,Yes,Yes,Postgraduate,4.3,7,Medium,Good
80,4.3,79,83,7.8,High,Yes,Yes,Postgraduate,2.8,8,Medium,Good
81,4.9,78,82,6.9,High,Yes,Yes,Postgraduate,3.1,5,Low,Good
80,6.3,76,76,6.2,Medium,Yes,Yes,Graduate,2.9,8,Low,Good
53,2.1,47,52,4.5,Low,Yes,No,School,6.3,2,High,Poor
55,3.0,66,70,5.3,Low,Yes,No,Graduate,7.2,5,High,Average
86,8.1,92,93,8.5,High,Yes,Yes,Postgraduate,2.4,7,Low,Excellent
60,2.6,43,37,5.4,Low,No,No,Graduate,9.0,0,High,Poor
62,2.6,52,52,6.8,Low,Yes,No,Graduate,4.4,4,High,Average
55,3.1,65,50,5.8,Medium,Yes,No,School,4.6,3,High,Average
63,2.7,58,58,6.7,Medium,Yes,Yes,Graduate,4.7,5,High,Average
77,6.4,75,72,7.2,High,Yes,Yes,Postgraduate,6.0,6,Medium,Good
59,4.2,54,50,5.1,Low,Yes,No,Graduate,4.2,4,High,Average
99,6.3,95,87,8.7,High,Yes,Yes,Postgraduate,3.7,8,Low,Excellent
83,4.3,73,85,6.7,High,Yes,Yes,Postgraduate,3.4,4,Medium,Good
96,7.6,98,92,8.0,High,Yes,Yes,Postgraduate,2.4,7,Low,Excellent
89,6.5,79,84,7.3,Medium,Yes,Yes,Postgraduate,5.7,4,Low,Good
91,8.9,93,93,7.7,High,Yes,Yes,Postgraduate,3.0,10,Low,Excellent
78,6.8,72,70,6.6,Medium,Yes,Yes,Postgraduate,2.1,4,Medium,Good
88,8.9,86,90,8.6,High,Yes,Yes,Postgraduate,3.1,7,Low,Excellent
96,6.1,87,92,7.1,High,Yes,Yes,Postgraduate,3.5,7,Low,Excellent
70,4.3,75,74,6.2,Medium,Yes,Yes,Postgraduate,5.4,5,Medium,Good
65,3.6,52,55,5.1,Low,Yes,Yes,Graduate,4.0,2,Medium,Average
54,2.1,41,44,4.2,Low,Yes,No,Graduate,8.3,1,High,Poor
85,6.4,71,73,7.0,High,Yes,Yes,Postgraduate,2.9,6,Medium,Good
55,2.5,68,70,6.2,Low,Yes,Yes,Graduate,7.1,2,High,Average
78,6.0,75,76,7.4,Medium,Yes,Yes,Postgraduate,4.6,6,Medium,Good
70,3.3,61,59,5.4,Medium,Yes,No,School,5.4,4,Medium,Average
96,8.5,91,87,7.1,High,Yes,Yes,Postgraduate,2.0,7,Low,Excellent
50,2.8,52,53,5.4,Low,No,No,Graduate,9.8,0,High,Poor
51,1.7,52,47,4.9,Low,No,No,Graduate,7.7,0,High,Poor
70,4.1,78,81,7.9,Medium,Yes,Yes,Postgraduate,2.4,6,Low,Good
62,4.8,55,62,5.3,Medium,Yes,No,School,7.9,3,Medium,Average
94,6.7,89,89,7.3,High,Yes,Yes,Postgraduate,1.2,9,Low,Excellent
68,4.3,63,55,7.0,Medium,Yes,Yes,Graduate,7.0,5,High,Average
77,5.0,72,71,7.3,High,Yes,Yes,Graduate,3.9,8,Medium,Good
69,4.4,63,69,6.3,Medium,Yes,No,Graduate,7.5,5,High,Average
97,9.8,90,88,7.8,High,Yes,Yes,Postgraduate,3.6,7,Low,Excellent
53,2.0,53,34,5.3,Low,Yes,No,Graduate,9.0,2,High,Poor
48,2.0,41,51,5.5,Low,No,No,School,6.9,2,High,Poor
84,6.5,77,82,6.4,High,Yes,Yes,Graduate,2.7,7,Medium,Good
69,2.1,51,55,5.0,Medium,Yes,No,School,6.9,4,High,Average
57,4.3,68,55,5.7,Medium,Yes,No,School,6.7,3,High,Average
94,6.6,90,93,7.8,High,Yes,Yes,Postgraduate,1.9,8,Low,Excellent
49,1.2,48,42,4.1,Low,No,No,Graduate,6.8,1,High,Poor
77,4.1,83,77,7.6,High,Yes,Yes,Graduate,4.9,7,Medium,Good
80,4.6,80,76,7.2,Medium,Yes,Yes,Graduate,3.8,8,Medium,Good
95,9.8,86,94,8.6,High,Yes,Yes,Postgraduate,2.2,10,Low,Excellent
58,4.9,56,53,6.0,Medium,Yes,Yes,Graduate,5.5,3,High,Average
42,2.1,39,40,4.8,Low,Yes,No,School,6.1,1,High,Poor
89,4.4,74,81,7.1,High,Yes,Yes,Postgraduate,5.3,6,Low,Good
52,1.7,52,45,4.3,Low,Yes,No,Graduate,6.3,1,High,Poor
60,3.7,67,70,5.1,Low,Yes,No,Graduate,5.7,3,Medium,Average
49,1.0,51,32,5.6,Low,No,No,School,6.7,1,High,Poor
98,7.0,85,88,8.7,High,Yes,Yes,Postgraduate,2.0,10,Low,Excellent
77,5.8,83,70,7.5,Medium,Yes,Yes,Graduate,5.9,8,Low,Good
62,2.5,61,50,5.3,Medium,Yes,No,Graduate,5.4,3,Medium,Average
76,5.7,73,84,7.8,Medium,Yes,Yes,Graduate,4.0,4,Low,Good
90,9.9,90,99,8.8,High,Yes,Yes,Postgraduate,2.4,10,Low,Excellent
82,5.1,85,79,7.5,Medium,Yes,Yes,Graduate,3.9,4,Low,Good
76,4.1,71,74,6.8,Medium,Yes,Yes,Graduate,4.1,6,Medium,Good
98,7.8,86,89,7.4,High,Yes,Yes,Postgraduate,3.2,7,Low,Excellent
89,7.1,97,91,8.0,High,Yes,Yes,Postgraduate,2.8,10,Low,Excellent
60,1.9,45,33,4.6,Low,Yes,No,Graduate,8.6,2,High,Poor
59,1.5,47,42,4.3,Low,No,No,School,7.0,1,High,Poor
89,6.1,84,81,6.5,High,Yes,Yes,Postgraduate,3.9,7,Low,Good
41,1.3,47,31,4.3,Low,No,No,School,8.2,1,High,Poor
88,6.8,72,85,7.1,High,Yes,Yes,Postgraduate,5.2,4,Medium,Good
79,5.9,76,78,6.8,Medium,Yes,Yes,Graduate,5.8,8,Medium,Good
88,8.6,97,93,7.7,High,Yes,Yes,Postgraduate,2.8,7,Low,Excellent
60,3.8,62,60,5.0,Medium,Yes,No,Graduate,7.1,3,Medium,Average
60,2.4,41,45,5.0,Low,Yes,No,School,6.3,1,High,Poor
83,6.3,73,76,7.9,Medium,Yes,Yes,Postgraduate,4.3,8,Medium,Good
83,6.6,83,84,6.5,Medium,Yes,Yes,Postgraduate,3.7,7,Low,Good
85,5.1,79,78,6.1,Medium,Yes,Yes,Graduate,2.4,7,Low,Good
100,7.1,89,100,8.9,High,Yes,Yes,Postgraduate,3.2,7,Low,Excellent
73,3.8,60,62,5.5,Low,Yes,No,School,5.9,5,High,Average
49,1.7,54,54,5.1,Low,No,No,School,6.0,0,High,Poor
72,3.8,64,56,6.5,Low,Yes,Yes,Graduate,7.1,2,Medium,Average
89,5.4,83,81,7.6,High,Yes,Yes,Postgraduate,2.9,4,Medium,Good
88,5.8,76,82,6.9,High,Yes,Yes,Graduate,2.0,5,Low,Good
56,3.3,62,59,5.6,Low,Yes,No,School,4.1,2,Medium,Average
62,3.1,56,56,6.0,Medium,Yes,No,School,5.3,5,High,Average
60,2.1,53,67,6.4,Medium,Yes,No,Graduate,7.2,4,Medium,Average
47,1.8,43,45,5.3,Low,Yes,No,School,6.8,0,High,Poor
75,2.4,50,65,6.1,Low,Yes,No,Graduate,4.3,3,Medium,Average
95,6.7,97,96,8.0,High,Yes,Yes,Postgraduate,2.0,7,Low,Excellent
86,8.0,85,90,7.5,High,Yes,Yes,Postgraduate,3.2,7,Low,Excellent
90,4.2,72,79,6.0,Medium,Yes,Yes,Graduate,5.6,7,Low,Good
81,4.0,80,80,6.5,Medium,Yes,Yes,Postgraduate,4.1,4,Low,Good
73,4.8,73,75,6.5,High,Yes,Yes,Postgraduate,3.2,5,Low,Good
89,7.7,87,92,7.7,High,Yes,Yes,Postgraduate,1.7,7,Low,Excellent
63,3.2,70,65,5.3,Low,Yes,Yes,Graduate,7.8,2,Medium,Average
84,5.2,80,74,6.2,High,Yes,Yes,Graduate,5.7,5,Medium,Good
88,4.8,73,77,6.8,Medium,Yes,Yes,Postgraduate,4.8,5,Low,Good
47,2.9,41,43,5.7,Low,Yes,No,School,9.0,0,High,Poor
99,6.2,88,85,7.1,High,Yes,Yes,Postgraduate,3.3,8,Low,Excellent
60,4.5,53,58,6.6,Medium,Yes,No,Graduate,7.6,3,High,Average
88,4.4,80,83,7.3,Medium,Yes,Yes,Graduate,4.4,4,Low,Good
71,5.9,74,80,7.0,High,Yes,Yes,Postgraduate,5.4,4,Low,Good
59,2.5,55,64,6.9,Low,Yes,Yes,Graduate,4.2,5,Medium,Average
64,2.0,53,63,5.3,Low,Yes,Yes,School,5.9,4,Medium,Average
89,5.9,80,83,6.1,Medium,Yes,Yes,Postgraduate,4.2,6,Medium,Good
